n_layers,n_nodes,activation,epochs,grid_size,learning_rate
9,36,tanh,73354,165,0.002341328208419532
7,43,relu,21891,172,0.008548388196742003
8,34,sin,36029,157,6.047156862959022e-05
9,84,tanh,85821,165,0.010396866580735542
7,7,sigmoid,62295,126,4.651969638217075e-05
5,84,swish,40124,175,0.0014417591498346925
6,10,relu,45307,166,5.815309843063823e-05
10,99,relu,60381,177,8.032879137914426e-05
9,99,tanh,61307,86,0.0011292134572849107
6,28,swish,9641,165,0.03166664292142556
3,59,swish,41878,196,3.630615861743261e-05
3,83,relu,82237,51,0.0009184147411222418
5,42,swish,38677,18,1.3655975212102594e-05
5,45,swish,27912,182,0.010504112497322858
10,64,relu,32374,132,0.05256763334126582
6,47,sigmoid,22094,112,0.02547280612798474
9,74,swish,25721,147,6.851309515825255e-05
7,62,sigmoid,82433,140,5.3405724350863336e-05
8,86,tanh,69814,107,0.0005520379622736715
2,30,sin,69635,66,1.4924730308471136e-05
4,78,swish,25246,35,0.006758686514439902
8,50,sin,31050,200,0.021316416634455115
6,82,tanh,13054,83,6.37372408888811e-05
4,45,sigmoid,52749,190,0.042601590000459294
6,8,relu,42234,131,8.54688107786911e-05
7,20,relu,15867,102,0.0011596626012049646
9,44,tanh,42994,72,2.4984636779752046e-05
5,57,relu,73621,154,0.00015991306853928457
4,72,swish,98633,31,7.933768564063882e-05
6,49,swish,24749,11,9.188060296541349e-05
8,36,swish,39065,64,0.06603868884541267
4,63,sin,21566,10,0.0011042599142916318
6,60,swish,95902,57,0.06530035049161376
4,7,relu,59711,185,0.00023382184510391542
2,13,sigmoid,91187,151,6.527834761864219e-05
10,73,sin,89783,197,0.09208508814049897
7,35,swish,52318,23,0.0027339747419136743
3,42,swish,17900,113,0.0014570480045886151
2,40,tanh,9543,198,0.002902106256969383
3,81,relu,74817,55,0.0008572837547438014
6,63,swish,79755,51,0.027364836707112313
8,44,sigmoid,97426,94,0.0002213235286331052
6,91,sigmoid,20409,139,0.00023764173064358952
9,9,tanh,90943,198,0.00015635627304075617
5,11,tanh,61342,177,0.00017788237109327853
3,60,swish,81868,133,0.010208286271033939
2,96,tanh,21148,30,0.0007766195935243884
5,49,relu,31325,126,7.258106869669494e-05
3,35,tanh,52365,47,0.03661152003265641
3,46,sigmoid,16041,22,0.00024764774512821145
7,40,swish,22409,75,0.0007429496620440277
8,6,tanh,99562,81,0.0006415278086855639
8,17,tanh,63998,175,0.0004020924180112017
5,20,sin,77035,23,0.0034651898581397533
7,46,sin,24694,105,0.00020243202103685547
7,11,relu,85689,33,0.001280824863402626
9,93,sigmoid,50031,165,2.4574089946481587e-05
6,6,sigmoid,82817,158,0.0013547030979984324
4,38,tanh,70058,151,1.3850889210759307e-05
3,98,swish,77401,101,0.032369660009125285
6,25,sigmoid,75946,38,0.00027850174117921144
3,65,sin,86303,175,0.015010586147282845
8,49,sigmoid,76972,83,0.007007527677017879
9,71,relu,90090,165,3.60969650221959e-05
5,67,relu,62274,194,0.02429835507112757
2,64,swish,20067,147,0.0002905735442499933
9,30,sigmoid,68825,51,1.2085918998588885e-05
9,33,swish,35321,12,0.030204228493724172
8,11,tanh,40440,198,0.006388295359347159
8,53,sin,49621,39,4.845840735442891e-05
4,34,sigmoid,19774,50,0.00029285755554486103
9,9,relu,62024,157,0.05195734238705408
6,12,tanh,56566,18,1.9905466126593883e-05
6,56,sigmoid,94151,12,0.004774512444567375
4,87,swish,33932,99,0.002709698467293943
7,57,sigmoid,33294,117,5.615522008232377e-05
9,43,sin,39523,15,0.0001358955743522618
6,72,tanh,64484,91,0.02704136340190121
9,36,sin,7259,43,0.00031750254544536454
9,59,relu,14766,69,0.08582078528770026
10,21,swish,56663,48,2.6095827134801867e-05
3,65,relu,24409,109,0.0033826648820924126
9,55,tanh,40702,81,0.06491070933451583
10,14,relu,5399,50,0.006599393382460355
9,10,sigmoid,26022,180,9.949405009195736e-05
3,7,swish,75127,22,5.094430584541212e-05
6,76,tanh,58379,140,0.00017992939879993001
5,52,sigmoid,91215,145,0.00957809757911016
9,96,sin,53409,109,0.00010062541704275601
10,82,tanh,28277,55,0.03255947418810209
7,62,swish,30789,87,0.00015613918717550268
6,31,relu,7870,192,1.1792230358729296e-05
5,45,swish,39281,122,0.09928731562962768
7,74,relu,82315,129,0.0031172832708233336
9,22,sin,89553,16,0.010520314269899522
3,16,sin,95348,182,0.0012829323595927636
6,53,sigmoid,54459,143,1.0915179869094787e-05
8,100,sigmoid,33720,54,0.004498411421917007
3,73,sin,81456,85,0.006238743377863972
8,93,tanh,50330,17,0.011523343870607078
9,99,relu,95179,15,0.001265737693129025
6,7,tanh,92083,177,0.002772136562872451
10,12,relu,57731,103,0.01763832542743029
7,18,sigmoid,48825,150,0.02513837280178665
2,89,tanh,38269,185,0.023734112995862415
7,70,relu,47878,121,1.2789427605957527e-05
9,44,swish,26076,147,3.567701212788303e-05
2,23,sin,44890,146,0.0001585953851085171
6,5,swish,67300,124,0.04848948886797776
5,11,tanh,16581,133,0.00012628111296927248
10,24,relu,58309,138,0.0015426893340488338
5,48,sigmoid,40892,118,1.2703571333736914e-05
6,55,swish,97481,193,0.002246144555256594
10,16,swish,50386,70,0.00012705490371987008
4,20,relu,48430,182,0.05060465871558974
3,94,swish,63336,49,0.003933387072475016
5,74,sin,21612,119,3.986166773773294e-05
8,47,relu,64599,137,0.06965289336495109
4,20,tanh,20569,74,0.00045069958353525125
7,57,tanh,86025,191,0.03807613744040816
2,27,tanh,87002,15,0.0029792404570639385
6,87,sigmoid,18536,50,0.0006840471550895443
9,89,tanh,29431,121,0.0003664358247875629
9,90,relu,98420,134,1.637061171299962e-05
9,58,relu,99115,70,4.245299736434394e-05
10,58,relu,38456,170,0.014586892024598508
8,38,tanh,30676,77,0.005937970081493841
5,59,sigmoid,88831,92,0.012897739637311929
5,48,sin,37306,172,0.0006482064774662737
5,92,sigmoid,13791,61,0.031506146893396945
9,94,sigmoid,12659,75,0.004176171310367004
3,8,sin,94452,61,0.002423325577718154
3,69,swish,19608,101,0.00010005609685553666
3,10,swish,73734,150,5.789476570171658e-05
9,94,swish,47167,57,0.00017717181732327444
5,56,relu,66775,115,0.004567794392459255
3,33,sigmoid,9080,129,0.000709801889470926
2,55,sigmoid,12218,191,0.05047967211978953
4,6,relu,95941,27,0.009810324476111621
7,41,tanh,82117,195,0.0009648519140172724
6,40,relu,21939,153,1.3505727192854419e-05
4,35,sigmoid,90898,162,0.00027519203681818853
7,97,sigmoid,17281,111,0.05650089419628645
5,29,sin,56883,12,0.017007285451186165
3,55,relu,70686,134,1.7141052144020927e-05
4,43,relu,31400,86,4.697932275855937e-05
5,14,sigmoid,42862,86,0.062283601961739814
6,70,sin,23174,54,0.09680544775585043
8,32,sin,45429,156,0.00029175473551102066
6,26,sigmoid,94852,83,0.0018901330724222982
7,95,sigmoid,70372,114,0.0035756709717676216
4,45,sin,10523,140,0.0004426748097211063
10,94,swish,58242,39,0.002154338586819278
5,25,sin,73805,161,0.013143556733442214
2,95,relu,52100,99,7.098310633792568e-05
6,24,swish,54558,108,0.0002451583459602096
4,75,swish,99772,99,1.8296026121649537e-05
4,20,tanh,14702,26,0.00010310824092558795
8,30,sigmoid,48644,81,0.0007305586598701196
